;previous_5_turn;question;next_5_turn
359;"
oh ben nous personnellement on va donner ça à d'autres membres de l'équipe 


tout ça se mélange 


demander euh qu'est-ce que vous allez en faire ?

et alors tout ça




hm
";oui non mais cette équipe elle est constituée comment ?;"
non c'est euh

une équipe

euh

formée de divers personnes qui sont surtout



des professeurs dans cinq 

différentes universités en Angleterre
hm hm

madame 
 ?

non merci je crois que je vais prendre une Craven si vous voulez bien
merci

alors y a l'université de
"
360;"
différentes universités en Angleterre
hm hm

non c'est euh

une équipe

euh

formée de divers personnes qui sont surtout



des professeurs dans cinq 

oui non mais cette équipe elle est constituée comment ?

oh ben nous personnellement on va donner ça à d'autres membres de l'équipe 


tout ça se mélange 

"; ?;"
non merci je crois que je vais prendre une Craven si vous voulez bien
merci

alors y a l'université de

non ?

non merci

french
"
361;"
alors y a l'université de

non merci je crois que je vais prendre une Craven si vous voulez bien
merci

madame 
 ?

différentes universités en Angleterre
hm hm

non c'est euh

une équipe

euh

formée de divers personnes qui sont surtout



des professeurs dans cinq 
";non ?;"
non merci

french




French cigarettes

oui

merci
y a l'université de Londres l'université d'Essex l'université
"
362;"
enfin un collège d'ensei- enfin vraiment d'enseignement supérieur

oui



et puis alors euh là où est mademoiselle Biggs c'est un enfin ça s'appelle en anglais polytechnique mais c'est un

euh
Essex Londres

York
York
";c'est ça ?;"
euh dans un

une optique technique peut-être ?

oui

c'est c'est plutôt ça
oui oui oui

oui
"
363;"
euh dans un

c'est ça oui
c'est ça ?
oui oui
où ils préparent des licences mais plutôt

enfin un collège d'ensei- enfin vraiment d'enseignement supérieur

oui



et puis alors euh là où est mademoiselle Biggs c'est un enfin ça s'appelle en anglais polytechnique mais c'est un
";une optique technique peut-être ?;"
oui

c'est c'est plutôt ça
oui oui oui

oui

où ils apprennent la langue enfin ils ne ils ne font plus de

enfin

de stages à l'université

hm hm hm
"
364;"
française euh
hm

en tant que la vie



et alors euh ils vont faire une synthèse et une présentation donc d'Orléans et

de tout ce qu'on a pu recueillir

oui oui d'accord

patrons dans l'industrie des enseignants
hm hm hm
enfin tous les
c'est ça oui toutes les les corporations
oui oui ça l'est 

pratiquement oui d'accord
";et pourquoi Orléans ?;"
oh justement ça a été
ah 


c'est une ville euh de province

hm


et

à cause du CRDP peut-être aussi non?
"
365;"
et

hm


c'est une ville euh de province

oh justement ça a été
ah 


pour enseigner 

et pourquoi Orléans ?


";à cause du CRDP peut-être aussi non?;"
non non non
oh non je crois pas 




province qui

qui est pas trop loin de
qui était oui

de Paris ?
la capitale euh



enfin où y a quand même euh

euh qui est où il n'y a pas d'accent
"
366;"
qui est pas trop loin de
qui était oui



province qui

non non non
oh non je crois pas 


à cause du CRDP peut-être aussi non?

et
";de Paris ?;"
enfin où y a quand même euh

euh qui est où il n'y a pas d'accent

et qui est
hm hm
et assez représentative oui sur le plan du français
sur le plan du français c'est certain oui

bien sûr oui

et bien sûr si justement on fait une présentation d'une

ville et du euh français 
 oui c'est ça
il faut que ce soit oui il faut que ce soit quand même un français relativement
"
367;"
enfin nous nous connaissons bien dans la mesure où nous sommes de vieux Orléanais
qui se transforme assez vite

oui qui se transforme

hm hm
vous voyez

vous avez une ville de province en pleine mutation là

séjour
non mais vous avez
";ah oui ?;"
nous sommes nés à Orléans

de parents orléanais
ça c'est rare ça hein 


oui

et on peut dire vraiment



on a fait toutes nos études aux dans les lycées d'Orléans euh
on a fait le début de notre scolarité supérieure au lycée Pothier
en khâgne

et c'est une ville qui a

qui a beaucoup
"
368;"
oui oui

oui oui
si vous voulez

ce qui fait que on a vraiment senti la différence

oui

oui après on est allés à la Sorbonne mais
enfin on a quand même vécu à Orléans

pendant un certain temps
";c'est après qu'on est parti à Vendôme vous voyez où est Vendôme ?;"
au nord de Blois
oui oui oui oui

oui

cinq ans et puis nous sommes revenus cette année

hm

et on a ressenti encore plus
"
369;"





toute chaude

à une place toute chaude




tu te mets-là 

";tu as des frères et des soeurs ?;"
non

non ?

non




une fille toute seule pour le moment

mais elle a beaucoup de petits amis 

"
370;"
non




tu as des frères et des soeurs ?






toute chaude

à une place toute chaude
";non ?;"
non




une fille toute seule pour le moment

mais elle a beaucoup de petits amis 


y a y a deux petits amis qui sont venus hier et et aujourd'hui

ah oui ?

"
371;"
y a y a deux petits amis qui sont venus hier et et aujourd'hui

une fille toute seule pour le moment

mais elle a beaucoup de petits amis 





non

non ?
";ah oui ?;"
ils sont venus coucher


ah c'est bien ça

ils s'amusent



et tu vas tu vas en classe tu vas à l'école ?

oui

oui
j'ai cinq ans déjà

oh oui alors
oui c'est bien

qu'est-ce que tu fais comme 

"
372;"
ils sont venus coucher


ah oui ?


y a y a deux petits amis qui sont venus hier et et aujourd'hui

une fille toute seule pour le moment

mais elle a beaucoup de petits amis 




";et tu vas tu vas en classe tu vas à l'école ?;"
oui

oui
j'ai cinq ans déjà

oh oui alors
oui c'est bien

qu'est-ce que tu fais comme 


je fais des dessins de la peinture



oui

"
373;"
oh

puis

je fais déjà de la poterie

oui


je fais des dessins de la peinture



oh oui alors
oui c'est bien

qu'est-ce que tu fais comme 

";ah bon ?;"
oh c'est très bien





 cendrier de papa



oh c'est joli ça

tu l'as fait toute seul ?

hm hm


hm c'est très bien
"
374;"



 cendrier de papa



oh c'est très bien


ah bon ?

oh

puis

je fais déjà de la poterie
";tu l'as fait toute seul ?;"
hm hm


hm c'est très bien

il est où ton autre cendrier ?

euh regarde il est peut-être sur mon bureau ou dans ma chambre sur la table de nuit tu verras

c'est mignon
"
375;"
hm c'est très bien

hm hm


oh c'est joli ça

tu l'as fait toute seul ?




 cendrier de papa



oh c'est très bien

";il est où ton autre cendrier ?;"
euh regarde il est peut-être sur mon bureau ou dans ma chambre sur la table de nuit tu verras

c'est mignon





 


 oui moi j'en ai

fait alors à l'âge de dix-huit ans ça ressemblait un peu à peu près à ça 



"
376;"





et puis c'est c'est mou c'est ça marche pas ça

parce que ça


non non
mais je vous assure c'est


faut être là hein oui
ah oui faut qu'on soit bien bien dans l'axe oui

je sais pas si vous en avez fait de la poterie mais
";et tu l'as peint tout seule ça ?;"
oui elle l'a peint oui oui

oh c'est très bien

c'est très bien

comment tu t'appelles ?


Claire

Claire

j'ai une nièce qui s'appelle Claire

elle a ton âge exactement

elle te ressemble un peu d'ailleurs

oui
"
377;"
oui elle l'a peint oui oui

et tu l'as peint tout seule ça ?







et puis c'est c'est mou c'est ça marche pas ça

parce que ça

";comment tu t'appelles ?;"
Claire

Claire

j'ai une nièce qui s'appelle Claire

elle a ton âge exactement

elle te ressemble un peu d'ailleurs

oui




qu'est-ce tu fais d'autre ?



 à l'école j'ai fait des très jolis dessins

"
378;"
oui

Claire

j'ai une nièce qui s'appelle Claire

elle a ton âge exactement

elle te ressemble un peu d'ailleurs

Claire

oh c'est très bien

c'est très bien

comment tu t'appelles ?


oui elle l'a peint oui oui
";qu'est-ce tu fais d'autre ?;"

 à l'école j'ai fait des très jolis dessins


des quoi ?

de très jolis dessins
de très jolis dessins

oui
qu'est-ce que tu dessines?

très modeste 

euh fais des petits canards
"
379;"

 à l'école j'ai fait des très jolis dessins





qu'est-ce tu fais d'autre ?


oui

Claire

j'ai une nièce qui s'appelle Claire

elle a ton âge exactement

elle te ressemble un peu d'ailleurs

Claire
";des quoi ?;"
de très jolis dessins
de très jolis dessins

oui
qu'est-ce que tu dessines?

très modeste 

euh fais des petits canards

des petits canards
ah oui ?



tu aimes les canards ?
"
380;"
de très jolis dessins
de très jolis dessins

des quoi ?


 à l'école j'ai fait des très jolis dessins





qu'est-ce tu fais d'autre ?


oui
";qu'est-ce que tu dessines?;"
très modeste 

euh fais des petits canards

des petits canards
ah oui ?



tu aimes les canards ?


 qu'est-ce tu veux chérie ?


non rien ouais oui oui

 qu'est-ce qu'elle fait à l'école 
 



"
381;"
très modeste 

euh fais des petits canards

oui
qu'est-ce que tu dessines?

de très jolis dessins
de très jolis dessins

des quoi ?


 à l'école j'ai fait des très jolis dessins

";ah oui ?;"
tu aimes les canards ?


 qu'est-ce tu veux chérie ?


non rien ouais oui oui

 qu'est-ce qu'elle fait à l'école 
 




mais l'enseignement maternel n'est 
n'est pas mal conçu en France

hm
"
382;"
des petits canards
ah oui ?



très modeste 

euh fais des petits canards

oui
qu'est-ce que tu dessines?

de très jolis dessins
de très jolis dessins

des quoi ?
";tu aimes les canards ?;"

 qu'est-ce tu veux chérie ?


non rien ouais oui oui

 qu'est-ce qu'elle fait à l'école 
 




mais l'enseignement maternel n'est 
n'est pas mal conçu en France

hm

marcherait bien si parce que en France rien ne marche dans l'enseignement à l'heure actuelle
il marcherait bien si le problème des effectifs était réglé
"
383;"
tu aimes les canards ?

des petits canards
ah oui ?



très modeste 

euh fais des petits canards

oui
qu'est-ce que tu dessines?

de très jolis dessins
de très jolis dessins
"; qu'est-ce tu veux chérie ?;"
non rien ouais oui oui

 qu'est-ce qu'elle fait à l'école 
 




mais l'enseignement maternel n'est 
n'est pas mal conçu en France

hm

marcherait bien si parce que en France rien ne marche dans l'enseignement à l'heure actuelle
il marcherait bien si le problème des effectifs était réglé

hm hm
"
384;"
à discuter à
c'est sûr



plus de facilités à
hm hm

oui oui bien sûr

je ne sais pas si c'est très orten- é- étendu en Angleterre mais je connais

une famille euh où y a trois belles filles trois garçons et déjà euh
le petit qui a

six sept ans il apprend le français et ça lui plait beaucoup beaucoup

et puis pour les enfants euh les gosses de cet âge ils ont

des problèmes
oui

il faut des instituteurs qui soient bilingues et ça ça pose
";tu veux lui montrer ?;"
c'est pour maman


c'est très bien et l'autre c'était pour pour papa ?

oui

oui

ces deux
"
385;"
c'est pour maman


tu veux lui montrer ?
oui oh voilà toute la collection va y passer

à discuter à
c'est sûr



plus de facilités à
hm hm

oui oui bien sûr

je ne sais pas si c'est très orten- é- étendu en Angleterre mais je connais

une famille euh où y a trois belles filles trois garçons et déjà euh
le petit qui a

six sept ans il apprend le français et ça lui plait beaucoup beaucoup

et puis pour les enfants euh les gosses de cet âge ils ont
";c'est très bien et l'autre c'était pour pour papa ?;"
oui

oui

ces deux



et deux pour papa ?

oui
"
386;"
ces deux

oui

oui

c'est très bien et l'autre c'était pour pour papa ?

c'est pour maman

";et deux pour papa ?;"
oui

et un seul pour

maman ?
moi j'ai eu 

un dessin aussi

avec 
ah oui
"
387;"
et un seul pour

oui



et deux pour papa ?

ces deux

oui
";maman ?;"
un dessin aussi

avec 
ah oui

attention Claire s'il te plaît fais attention Claire
un portrait

c'est des canards ?

le portrait ?

non non non c'était un portrait de maman
"
388;"
attention Claire s'il te plaît fais attention Claire
un portrait

avec 
ah oui

un dessin aussi

maman ?
moi j'ai eu 

et un seul pour
";c'est des canards ?;"
non non non c'était un portrait de maman

qu'on avait dessiné
oh mais c'est très bien

hm alors vas faire ce que je t'ai dit chérie s'il te plaît


va mettre tes
c'est pour mettre ses bijoux

oui
"
389;"
attention Claire s'il te plaît fais attention Claire
un portrait

avec 
ah oui

un dessin aussi

maman ?
moi j'ai eu 

et un seul pour
";le portrait ?;"
non non non c'était un portrait de maman

qu'on avait dessiné
oh mais c'est très bien

hm alors vas faire ce que je t'ai dit chérie s'il te plaît


va mettre tes
c'est pour mettre ses bijoux

oui
"
390;"


écoute-moi vas mettre tes chaussures

oui

va mettre tes
c'est pour mettre ses bijoux

hm alors vas faire ce que je t'ai dit chérie s'il te plaît


qu'on avait dessiné
oh mais c'est très bien
";tu veux ?;"
bon alors je crois qu'on va terminer ça

hm hm


c'était

euh

la discipline vous aviez dit
au sujet de

oui
"
391;"
oui


oui

la discipline vous aviez dit
au sujet de

c'était

euh

hm hm

";le le rôle du censeur ça consiste en quoi exactement ?;"
ah

ça dépend de ce que lui fait faire le proviseur
mais



ça c'est une boutade à l'anglaise si je ne m'abuse

 pensez

en en gros



humour stick


eh ben en gros oui en gros le censeur s'occupe

"
392;"
simplement
si vous avez un proviseur qui voit les choses de haut et qui ne voit que ce qui le concerne véritablement
alors le censeur a beaucoup d'initiative




oui
et le surveillant général devient un surveillant

il transforme son censeur en surveillant général

par lui-même
tout faire


";et au lycée de la Source c'est le cas ?;"
c'était peut-être indiscret ça 

alors oh non non non non non

non au lycée de La Source 
euh

là encore j'ai pas beaucoup de chance c'est un lycée neuf
c'est un lycée neuf et on peut pas ça fait

un an que ça fonctionne

oui
"
393;"
euh
c'est ça

qui dirige un peu enfin qui essaye de maintenir un petit peu la discipline

alors
au sein de la classe euh

oui

hm

";tu as attaché ?;"
ça devient

calme

oui

qu'il y a quelque chose qui s- qui qui lui reproche un peu hein

non on commence 
 on avait beaucoup là on avait beaucoup
qui comm- y a eu une tentative

essayé de faire ça en plein mai soixante-huit
"
394;"
hm

ah oui

oui c'est sûr on y était ensemble madame le censeur nous a fait tout voir

il est certain qu'un un dans un grand dortoir on ne peut
tout de même pas faire ce qu'on peut faire par exemple au lycée de la Source

avec des chambres qu'on peut considérer comme des chambres individuelles finalement

hm


ah mais il est exact moi je me souviens à Vendôme où je m'étais penché euh en détail sur ces problèmes
euh parce que j'étais au à la commission permanente
euh le proviseur on ne le croyait pas trop mais on était méchant parce qu'il avait quand même un peu raison
mais enfin on voulait pousser un peu de l'avant
mais il répondait toujours que la disposition des lieux
et c'était vrai

hein ne lui permettait pas de faire tout ce qu'on lui demandait

oh oui oui oui oui
qui est plus vieux
";vous l'avez vu oui ?;"
oui oui

c'était vraiement très très intéressant

bon y a là vous voyez 


vous avez épuisé ?
nous sommes arrivé au bout


 oui
ça a été très

bon y a qu'une chose qu'on peut ajouter si vous voulez quand même en conclusion c'est que les

il est très difficile à l'heure actuelle de prévoir l'évolution

euh

j'allais dire politique parce qu'à la limite c'est quand même un problème

politique
hm


"
395;"
oui oui

c'était vraiement très très intéressant

bon y a là vous voyez 


vous l'avez vu oui ?

hm

ah oui

oui c'est sûr on y était ensemble madame le censeur nous a fait tout voir

il est certain qu'un un dans un grand dortoir on ne peut
tout de même pas faire ce qu'on peut faire par exemple au lycée de la Source

avec des chambres qu'on peut considérer comme des chambres individuelles finalement

hm

";vous avez épuisé ?;"

 oui
ça a été très

bon y a qu'une chose qu'on peut ajouter si vous voulez quand même en conclusion c'est que les

il est très difficile à l'heure actuelle de prévoir l'évolution

euh

j'allais dire politique parce qu'à la limite c'est quand même un problème

politique
hm



euh de l'Education Nationale en France
je veux dire que on peut assister

à une remise en ordre progressive

sans grands heurts

mais on peut encore assister à des explosions sanglantes
tu viens goûter ?
"
396;"
euh de l'Education Nationale en France
je veux dire que on peut assister

à une remise en ordre progressive

sans grands heurts

politique
hm



bon y a qu'une chose qu'on peut ajouter si vous voulez quand même en conclusion c'est que les

il est très difficile à l'heure actuelle de prévoir l'évolution

euh

j'allais dire politique parce qu'à la limite c'est quand même un problème


 oui
ça a été très

vous avez épuisé ?
nous sommes arrivé au bout
";tu viens goûter ?;"
oui

alors je crois qu'il faut pas se le cacher



hm

on est dans une situation très incertaine
alors évidemment ça ne prendra plus du tout la forme que ça avait pris en mais soixante-huit



"
397;"
oui

y a l'enseignement supérieur à tort ou à raison d'ailleurs

hm


et puis vous avez la même chose dans l'enseignement supérieur

oui si hm

";bien sûr enfin y a toujours il faut toujours avoir les deux points de vue n'est-ce pas ?;"
par rapport à l'enseignement supérieur
par rapport à l'enseignement supérieur



c'est très net

c'est très net


oui

enfin moi s- je m'amuse bien parce que j'ai un pied dans les deux
"
398;"
question

peut-être la même
alors allez y

bon alors on commence avec

oui oui ça va je pense que

oui
ça va
";euh vous êtes à Orléans vous dites depuis neuf mois ?;"
neuf mois oui

oui alors vous n'êtes pas orléanais ?

je ne suis pas orléanais je ne connaissais pas Orléans
et j'ai fait connaissance avec la ville de-

depuis neuf mois

simplement
oui

vous êtes parisien peut-être ?
"
399;"
neuf mois oui

euh vous êtes à Orléans vous dites depuis neuf mois ?

question

peut-être la même
alors allez y

bon alors on commence avec
";oui alors vous n'êtes pas orléanais ?;"
je ne suis pas orléanais je ne connaissais pas Orléans
et j'ai fait connaissance avec la ville de-

depuis neuf mois

simplement
oui

vous êtes parisien peut-être ?

non
je suis un provincial

ancien Manceaux
j'habite le j'habitais jusqu'à présent le Mans

et

on m'a euh donné la responsabilité de l'usine d'Orléans ma foi je suis venu
je suis venu et

j'ai fait 

connaissance
oui
"
400;"
simplement
oui

je ne suis pas orléanais je ne connaissais pas Orléans
et j'ai fait connaissance avec la ville de-

depuis neuf mois

oui alors vous n'êtes pas orléanais ?

neuf mois oui

euh vous êtes à Orléans vous dites depuis neuf mois ?
";vous êtes parisien peut-être ?;"
non
je suis un provincial

ancien Manceaux
j'habite le j'habitais jusqu'à présent le Mans

et

on m'a euh donné la responsabilité de l'usine d'Orléans ma foi je suis venu
je suis venu et

j'ai fait 

connaissance
oui

avec la ville

tout tranquillement
oui

mais vous trava- d- vous travaillez depuis combien de temps
chez Renault ?
"
401;"
tout tranquillement
oui

avec la ville

connaissance
oui

non
je suis un provincial

ancien Manceaux
j'habite le j'habitais jusqu'à présent le Mans

et

on m'a euh donné la responsabilité de l'usine d'Orléans ma foi je suis venu
je suis venu et

j'ai fait 

vous êtes parisien peut-être ?
";chez Renault ?;"
depuis plus de vingt ans

ah oui
oui votre euh toute votre carrière

alors ?
toute ma carrière

a été faite chez Renault

oui
ah oui
"
402;"
ah oui
oui votre euh toute votre carrière

depuis plus de vingt ans

mais vous trava- d- vous travaillez depuis combien de temps
chez Renault ?

tout tranquillement
oui

avec la ville
";alors ?;"
a été faite chez Renault

oui
ah oui

depuis mon service militaire

après avoir fait une école d'ingénieur je suis en-
je suis arrivé chez Renault

en dix-neuf cent cinquante
et ça fait maintenant vingt ans

ah oui

ah oui alors vous êtes le témoin parfait
je crois
hum depuis combien de temps est-ce que Renault s'est installé ici à Orléans ?

euh Renault s'est installé en dix-neuf enfin Renault s'est installé en à Orléans en dix-neuf cent quarante-six en achetant une usine
qui appartenait
 qui appartenait à une société qui s'appelle les GGR
que vous retrouvez d'ailleurs c'est
une société spécialisée dans les appareils de mesure
de vitesse le compteur compte-tours que vous retrouvez sur nos voitures

l'usine des GGR avait quelques bâtiments que vous apercevez ici

et Renault a acheté cette usine pour fabriquer des pièces de très haute précision des pompes d'injection
dont vous avez un exemplaire dans le bas de mon placard-là
"
403;"
depuis mon service militaire

après avoir fait une école d'ingénieur je suis en-
je suis arrivé chez Renault

en dix-neuf cent cinquante
et ça fait maintenant vingt ans

oui
ah oui

a été faite chez Renault

alors ?
toute ma carrière

ah oui
oui votre euh toute votre carrière
";hum depuis combien de temps est-ce que Renault s'est installé ici à Orléans ?;"
euh Renault s'est installé en dix-neuf enfin Renault s'est installé en à Orléans en dix-neuf cent quarante-six en achetant une usine
qui appartenait
 qui appartenait à une société qui s'appelle les GGR
que vous retrouvez d'ailleurs c'est
une société spécialisée dans les appareils de mesure
de vitesse le compteur compte-tours que vous retrouvez sur nos voitures

l'usine des GGR avait quelques bâtiments que vous apercevez ici

et Renault a acheté cette usine pour fabriquer des pièces de très haute précision des pompes d'injection
dont vous avez un exemplaire dans le bas de mon placard-là

oui

euh
pièces de très haute précision ce qui a d'ailleurs donné la vocation

de précision à l'usine d'Orléans puisque toutes les pièces que nous l- fabriquons sont des pièces de très haute précision

je me répète là


pardon ?

rien
je me répète
"
404;"
euh
pièces de très haute précision ce qui a d'ailleurs donné la vocation

de précision à l'usine d'Orléans puisque toutes les pièces que nous l- fabriquons sont des pièces de très haute précision

je me répète là


oui

euh Renault s'est installé en dix-neuf enfin Renault s'est installé en à Orléans en dix-neuf cent quarante-six en achetant une usine
qui appartenait
 qui appartenait à une société qui s'appelle les GGR
que vous retrouvez d'ailleurs c'est
une société spécialisée dans les appareils de mesure
de vitesse le compteur compte-tours que vous retrouvez sur nos voitures

l'usine des GGR avait quelques bâtiments que vous apercevez ici

et Renault a acheté cette usine pour fabriquer des pièces de très haute précision des pompes d'injection
dont vous avez un exemplaire dans le bas de mon placard-là

ah oui

ah oui alors vous êtes le témoin parfait
je crois
hum depuis combien de temps est-ce que Renault s'est installé ici à Orléans ?

depuis mon service militaire

après avoir fait une école d'ingénieur je suis en-
je suis arrivé chez Renault

en dix-neuf cent cinquante
et ça fait maintenant vingt ans
";pardon ?;"
rien
je me répète

j'ai dit
ah

ah bon non non ça a aucune importance qu'on se répète parce que
enfin ce ce n'est pas une interview qu'on va présenter devant un public

euh
donc euh l'usine
à Orléans a un rôle spécifique particulier
au sein de l'organisation Renault ?


je crois qu'il serait bon que avant de de parler directement de l'usine d'Orléans je vous parle un petit peu de la régie en général

oui
"
405;"
j'ai dit
ah

rien
je me répète

pardon ?

euh
pièces de très haute précision ce qui a d'ailleurs donné la vocation

de précision à l'usine d'Orléans puisque toutes les pièces que nous l- fabriquons sont des pièces de très haute précision

je me répète là


oui
";au sein de l'organisation Renault ?;"

je crois qu'il serait bon que avant de de parler directement de l'usine d'Orléans je vous parle un petit peu de la régie en général

oui

euh

la régie Renault qui était
qui est une grande usine d'aubo- d'automobiles en France c'est la première usine de France en automobiles


comprend

un certain nombre d'usines qui sont groupées autour de Paris vous avez Billancourt
vous avez Choisy vous avez Flins
ce sont les usines parisiennes Flins je considère que c'est une usine parisienne parce que quarante kilomètres ça fait quand même la banlieue de Paris

ensuite euh deux grandes usines de mécanique
Cléon et le Mans

qui sont à cent vingt deux cents kilomètres de de Billancourt
une grande usine de montage

qui est au Havre

et une petite usine de mécanique euh
qui est à Orléans

la régie

fabrique un grand nombre de de ces pièces

entrant dans la réalisation d'une automobile

et l'usine d'Orléans sa vocation

a été donnée au départ par l'achat de l'usine GGR c'est-à-dire la précision
et nous fabriquons les pièces nécessaires au moteur c'est-à-dire les axes de piston
les soupapes les sièges de soupapes

les guides de soupapes

les

les axes de boîtes de vi- enfin les

les axes de boîtes de vitesses hein le terme axe ne me satisfait pas

et puis quelques petites bricoles quelques petites pièces euh

qui gravitent toujours autour de la boîte de vitesses ou de la transmission


oui


nous fabriquons à l'heure actuelle


 quatre mille cinq cents véhicules par jour environ

euh nos petites pièces sont en général

en quantité assez importante dans tous les véhicules
car un axe de piston
nous en fabriquons quatre par véhicule
un siège de soupape nous en fabriquons huit


ce qui fait que nous avons une production ici à Orléans qui est orientée vers
la précision d'une part je l'ai dit tout à l'heure
et la grande quantité de modèles euh enfin la grande quantité de chaque pièce que nous fabriquons

les

quantités que nous fabriquons quotidiennement sont de l'ordre de

dix-sept euh enfin entre quinze et vingt mille pièces

"
406;"
ville
non

qu'avec une autre

qu'une autre
non
enfin
non

oh pour autant que les communications soient bonnes entre villes mais enfin elles sont
pas plus mauvaises entre Paris

Paris
oui
";quantité une qualité de main d'oeuvre suffisante à Orléans ?;"
sur ce
dans ce domaine euh la main d'oeuvre d'Orléans
vous m'excusez ?

oui



oui

allô

oui

allô


nous parlions euh
enfin je vous ai posé une question sur euh la main d'oeuvre le personnel est-ce que vous trouvez qu'à Orléans vous avez ce qu'il vous faut ?

oh la main d'oeuvre orléanaise euh

pour nos besoins enfin enfin en ce qui concerne notre fabrication est est bonne

nous trouvons en quantité ce dont nous avons besoin

et en qualité aussi

non la main d'oeuvre d'Orléans c'est une main d'oeuvre de province
nous n'avons que relativement peu d'étrangers à la France ou les étrangers que nous avons
sont des gens déjà intégrés c'est-à-dire qu'ils vivent euh

comme des Français c'est-à-dire
"
407;"
non

 et euh
la main euh une
quantité une qualité de main d'oeuvre suffisante à Orléans ?

ville
non

qu'avec une autre

qu'une autre
non
enfin
non

oh pour autant que les communications soient bonnes entre villes mais enfin elles sont
pas plus mauvaises entre Paris
";vous m'excusez ?;"
oui



oui

allô

oui

allô


nous parlions euh
enfin je vous ai posé une question sur euh la main d'oeuvre le personnel est-ce que vous trouvez qu'à Orléans vous avez ce qu'il vous faut ?

oh la main d'oeuvre orléanaise euh

pour nos besoins enfin enfin en ce qui concerne notre fabrication est est bonne

nous trouvons en quantité ce dont nous avons besoin

et en qualité aussi

non la main d'oeuvre d'Orléans c'est une main d'oeuvre de province
nous n'avons que relativement peu d'étrangers à la France ou les étrangers que nous avons
sont des gens déjà intégrés c'est-à-dire qu'ils vivent euh

comme des Français c'est-à-dire

qu'ils vivent euh
mais euh
"
408;"
oui

allô

oui

allô


oui



sur ce
dans ce domaine euh la main d'oeuvre d'Orléans
vous m'excusez ?

non

 et euh
la main euh une
quantité une qualité de main d'oeuvre suffisante à Orléans ?

ville
non
";enfin je vous ai posé une question sur euh la main d'oeuvre le personnel est-ce que vous trouvez qu'à Orléans vous avez ce qu'il vous faut ?;"
oh la main d'oeuvre orléanaise euh

pour nos besoins enfin enfin en ce qui concerne notre fabrication est est bonne

nous trouvons en quantité ce dont nous avons besoin

et en qualité aussi

non la main d'oeuvre d'Orléans c'est une main d'oeuvre de province
nous n'avons que relativement peu d'étrangers à la France ou les étrangers que nous avons
sont des gens déjà intégrés c'est-à-dire qu'ils vivent euh

comme des Français c'est-à-dire

qu'ils vivent euh
mais euh


qu'ils sont mariés souvent à des Françaises

qu'ils connaissent la ville qu'ils connaissent et qui parlent le français d'une façon très
très normale


hm hm

non là au re- de ce côté nous n'avons pas de problème de main d'oeuvre
"
409;"
non là au re- de ce côté nous n'avons pas de problème de main d'oeuvre

hm hm


qu'ils sont mariés souvent à des Françaises

qu'ils connaissent la ville qu'ils connaissent et qui parlent le français d'une façon très
très normale


qu'ils vivent euh
mais euh

oh la main d'oeuvre orléanaise euh

pour nos besoins enfin enfin en ce qui concerne notre fabrication est est bonne

nous trouvons en quantité ce dont nous avons besoin

et en qualité aussi

non la main d'oeuvre d'Orléans c'est une main d'oeuvre de province
nous n'avons que relativement peu d'étrangers à la France ou les étrangers que nous avons
sont des gens déjà intégrés c'est-à-dire qu'ils vivent euh

comme des Français c'est-à-dire
";vous formez le la main d'oeuvre sur place ?;"

non

jadis euh l'école une école de d'apprentissage existait parallèlement à l'usine
et depuis quelques années cette école a été

séparée de l'usine
et fait partie maintenant de

l'Education nationale et est int- installée à environ deux ou trois cents mètres euh
vers euh
vers Blois

ah oui j'ai vu le collège technique ?

le collège technique

oui
oui
c'est un collège
ah oui

technique enfin c'est une école qui au départ était Renault
"
410;"

non

jadis euh l'école une école de d'apprentissage existait parallèlement à l'usine
et depuis quelques années cette école a été

séparée de l'usine
et fait partie maintenant de

l'Education nationale et est int- installée à environ deux ou trois cents mètres euh
vers euh
vers Blois

vous formez le la main d'oeuvre sur place ?

non là au re- de ce côté nous n'avons pas de problème de main d'oeuvre

hm hm


qu'ils sont mariés souvent à des Françaises

qu'ils connaissent la ville qu'ils connaissent et qui parlent le français d'une façon très
très normale

";ah oui j'ai vu le collège technique ?;"
le collège technique

oui
oui
c'est un collège
ah oui

technique enfin c'est une école qui au départ était Renault

oui

mais nos besoins ne sont pas tels que nous ayons à former des grandes quantités de personnes chaque année
et c'est ce qui a fait la euh que la régie a se se s'est séparée de cette école

et l'a remise euh à l'Education Nationale

qui a dans cette école forme quand même 

un effectif assez important cinquante soixante élèves par an ce qui est quand même important
et nous n'avons pas besoin en fait de cinquante à soixante personnes par an
parmi les professions
parmi des des professions de
"
