;previous_sentence;question
16;"
c'est pas breton c'est régional non ?

non non non c'est c'est
c'est une spécialité juive mais on ne f-

ah oui
on n'arrive pas

à l'avoir à Orléans

ah oui alors dans les maisons de régimes peut-être vous trouvez ça davantage alors

";s'il vous plaît ?
17;"
non non non c'est c'est
c'est une spécialité juive mais on ne f-

ah oui
on n'arrive pas

à l'avoir à Orléans

ah oui alors dans les maisons de régimes peut-être vous trouvez ça davantage alors


euh ça euh
c'est c'est quoi ça c'est ?
";c'est pas breton c'est régional non ?
18;"
les maisons de régimes ils vendent toutes sortes de choses comme ça euh
de tous les pays de tous les toutes sortes

ah oui d'accord et vous ne vendez pas ça

non

en général dans les boulangeries alors

non non

";c'est c'est quoi ça c'est ?
19;"
non non non 

j'ai que ça comme biscottes

pour l'instant encore je vais retirer plusieurs marques 
et puis je suis en
en boulanger

je suis en boulanger des fois oui

ou moi j'ai que ça tu vois 
Heudebert
biscottes
ou biscottes barrées


euh et

et après c'est pain gr-
pain grillé
pour moi c'est pas pareil

ah oui ça vous trouvez ça chez un boulanger
vous avez regardé chez un boulanger là ?


ils font les biscottes
euh

oui ils font des ils font des biscottes euh
on a demandé mais
c'est quelque chose de d'assez spécialisé alors
";vous n'auriez pas quelque chose euh ?
20;"
ils font les biscottes
euh

oui ils font des ils font des biscottes euh
on a demandé mais
c'est quelque chose de d'assez spécialisé alors

ah 
oui

ah oui oui oui bon ben ça devra être



oh y a tellement de marques

enfin habituellement les boulangers c'est vrai ils sont beaucoup
apparemment je suis le seul 
et 

aujourd'hui les Heudebert c'est des vieilles marques 
alors après le pain est grillé 


ah oui je vois pas

je vois pas où est-ce qu'ils peuvent être

";vous avez regardé chez un boulanger là ?
21;"
oui
parce que là y en a deux boulangers l'un en face de l'autre et un peu plus bas et y en a un qui fait
qui fait le pâtissier lui il est peut-être un peu plus achalandé lui
je ne sais pas qu'est-ce qu'ils font
je sais pas du tout qu'est-ce qu'ils font

je peux pas vous

monsieur NPERS il est là un peu
qu'est-ce que vous voulez comme euh ?

monsieur NPERS

c'est euh

ça s'appelle matzo
c'est M A T Z O
c'est une spécialité juive

ah bon ?

et on nous avait dit que peut-être
";dans la rue de Bourgogne vous voyez pas ?
22;"
c'est euh

ça s'appelle matzo
c'est M A T Z O
c'est une spécialité juive

ah bon ?

et on nous avait dit que peut-être

alors il faudrait certainement une maison de régime

ah oui ?
";qu'est-ce que vous voulez comme euh ?
23;"
et on nous avait dit que peut-être

alors il faudrait certainement une maison de régime

ah oui ?

une maison de régime peut-être encore ça
une spécialité si c'est une spécialité un peu régime
hein y a une maison de régime y en a une dans le bout de la rue là-bas mais

oui mais ici y en a à 
 aussi hein
à l'autre bout hein

";ah bon ?
24;"
une maison de régime peut-être encore ça
une spécialité si c'est une spécialité un peu régime
hein y a une maison de régime y en a une dans le bout de la rue là-bas mais

oui mais ici y en a à 
 aussi hein
à l'autre bout hein


et puis je me demande si y en a pas une autre
vers à côté des galeries

tu connais pas le maire oui
ben une maison de régime
y en a ben vous demandez une maison de régime

ou alors

oui de régime


";ah oui ?
25;"
trois laits


pardon





oui hier
hier soir

 






vingt-et un 



";alors qu'est-ce que tu veux ?
26;"
euh enfin un au chocolat et 
puis alors un au citron s'il vous plaît

et euh anything else ?


euh je crois pas

d'accord
euh sinon
euh vous n'auriez pas quelque chose 
qui est comme une sorte de sauce euh s- 
euh hm
avec des


 euh comment dire euh

 cornichons y a toutes sortes de choses dedans enfin c'est 
genre on appelle ça un 
 chutney en anglais


n'est-ce pas que vous l'avez fait que



 je vais vous montrer ce que j'ai


enfin y a des cornichons
y a du cornichon y a du
y a du chou-fleur y a du
y a des piments y a 


c'-
";y en a pas au chocolat oui ?
27;"
euh je crois pas

d'accord
euh sinon
euh vous n'auriez pas quelque chose 
qui est comme une sorte de sauce euh s- 
euh hm
avec des


 euh comment dire euh

 cornichons y a toutes sortes de choses dedans enfin c'est 
genre on appelle ça un 
 chutney en anglais


n'est-ce pas que vous l'avez fait que



 je vais vous montrer ce que j'ai


enfin y a des cornichons
y a du cornichon y a du
y a du chou-fleur y a du
y a des piments y a 


c'-

une sauce avec des cornichons
toutes sortes de choses quoi


";et euh anything else ?
28;"

 vous n'avez pas de euh

 enfin c'est encore quelque chose

 qu'on a euh
qu'on va pas trouver encore à Orléans 

 c'est matzo
M A T Z O



 alors c'-

c'est euh

comment expliquer c'est 


c'est un peu euh
entre un biscuit et une biscotte si vous voulez c'est

c'est pas sucré là 
c'est

c'est pa sucré ?

non
";oui ?
29;"
non


 alors j'ai pas ça non plus

 pas du tout

hm hm
bon vous voyez pas où 


 je pourrais trouver ça





faut que tu demandes euh 
c'est un genre de biscuit entre la
entre biscuit et biscotte alors là c'est 
";c'est pa sucré ?
30;"
non c'est
anglais c'est

enfin c'est 
c'est une spé- 
c'est une spécialité juive et on avait pas 

trouvé encore euh
hm hm

ah je sais pas si vos trouverez ça monsieur
hein

oui alors
";c'est pas à l'étage ?
31;"
Au Naturel sur la place De Gaulle
oui sur la place du général De Gaulle 


c'est
au au bout de la rue des Minimes là



c'est pas très loin

ça doit être fermé hein
vous savez où y a 

ah oui ça doit être fermé à cette heure-là de toute façon
c'est fermé à cette heure-ci

mais c'est pas pour faire un régime 
c'est euh
"; euh comment ça s'appelle la ?
32;"
c'est
ben c'est une maison où y a des biscottes sans sel

où y a tout un tas de choses

ah oui 
vous trouverez certainement mieux ça là hein

hein 
douze quatre-vingt dix-neuf
s'il vous plait

enfin c'est super
moi aussi hein
"; de régimes ? 
33;"

 ce serait en descendant là vous descendez cette rue-là

 vous prenez 


ah

 ou alors à moins de prendre la 
petite rue que vous avez là


oui

oui
à votre droite
hm hm
faut savoir que c'est une rue 

qui est à 
 rue c'est rue des Minimes en tout cas

ah ben d'accord
c'est presque arrivé à
"; et la maison de régimes alors ce serait euh ?
34;"
c'est en c'est une sorte de biscotte euh

appelée 


plat euh enfin c'est très c'est plat
fait avec euh de la farine de seigle


je fais pas de biscotte fait avec de la farine de seigle

mince euh
";au juste ?
35;"
si si j'ai

été dans
si ?

il y en a une euh je crois euh dans la rue des Carmes ?

oui là

j'ai euh
là là
";été dans une maison de régime ?
36;"
il y en a une euh je crois euh dans la rue des Carmes ?

oui là

j'ai euh
là là

oui oui oui oui
là oui oui là oui là

oui vous y êtes allés ?
";si ?
37;"
oui là

j'ai euh
là là

oui oui oui oui
là oui oui là oui là

oui vous y êtes allés ?

oui j'y suis allé
";il y en a une euh je crois euh dans la rue des Carmes ?
38;"
oui j'y suis allé

y en a une aussi vous savez dans le coin de la poste là


vous savez y a
euh

le la poste elle est là

euh vous avez une rue qui

contourne comme ça
ah oui dans le tournant


";oui vous y êtes allés ?
39;"
ah oui c'est

vous connaissez pas la rue

d'Avignon ?
si c'est elle

je crois euh c'est

enfin


la la place de
y a beau- et puis alors y a beaucoup de
";peut-être aussi ?
40;"
je crois euh c'est

enfin


la la place de
y a beau- et puis alors y a beaucoup de

y a beaucoup de spé- alors vous avez une maison
un petit peu après que on appelle ça 
 qui a beaucoup de

oui

de spécialités

";d'Avignon ?
41;"
ah si si je c'- c'est

derrière
derrière la

c'est derrière

y a la route de de oui oui
y a l'église euh s-

oui je comprends
sur laquelle euh vous arrivez sur la
";vous voyez pas ?
42;"
j- je vois la rue enfin je

peux je connaissais déjà
oui parce que

voyez-vous je ne vois pas
du reste je n'ai jamais entendu parler de ce que vous voulez dire

non

même sur nos journaux il n'y a rien du tout vous savez en réclame
";oui oui vous y êtes allés ?
43;"
j- je vois la rue enfin je

peux je connaissais déjà
oui parce que

voyez-vous je ne vois pas
du reste je n'ai jamais entendu parler de ce que vous voulez dire

non

même sur nos journaux il n'y a rien du tout vous savez en réclame
";vous y êtes allés ?
44;"
euh je j'essaierai là-bas

oui oui
parce que

moi non je n'ai pas ça



vous n'avez pas ça
non non non j'en ai pas
bon alors je je crois que

je ne vais pas résister à 
à à manger quelq- enfin à prendre quelque chose euh 

ce sont des tartelettes à l'orange madame là ? euh
";hein ?
45;"
ça c'est à l'orange oui

oui oui

moi vous savez



et c'est combien la pièce ?

un tren- trente euh trente-trois alors j'ai des petites euh tartes euh aux pommes là à un franc
";ce sont des tartelettes à l'orange madame là ? euh
46;"
un tren- trente euh trente-trois alors j'ai des petites euh tartes euh aux pommes là à un franc

oui les autres c'est un euh

j'ai de la tarte aux pommes maison donc à un trente-six à la part
pour vous aussi

et vous ne faites pas les oranges à la maison si ?


oh si c'est c'est
oui oui c'est
";et c'est combien la pièce ?
47;"
oh si c'est c'est
oui oui c'est

c'est nous qui les faisons

oui oui

oui

bon enfin vous faites une distinction entre les les les tartes euh
";et vous ne faites pas les oranges à la maison si ?
48;"
un franc trente alors deux soixante-dix

ah bon deux soixante-dix



voilà merci monsieur

merci beaucoup madame
";vous aviez dit un franc trente-cinq madame ?
49;"
c'est tout merci à moins que vous n'ayez un vin de Sancerre ?

un vin de Sancerre oui


alors cent quatorze 

cent soixante-cinq le 



et un vin de Sancerre voici

oui

qu'est-ce que cela vaut ?

";avec ceci madame ?
50;"
un vin de Sancerre oui


alors cent quatorze 

cent soixante-cinq le 



et un vin de Sancerre voici

oui

qu'est-ce que cela vaut ?


comment ?

";c'est tout merci à moins que vous n'ayez un vin de Sancerre ?
51;"
comment ?


quel est le prix ?


sept francs trente madame


oui

eh bien je vais prendre la bouteille 

s'il vous plaît
oui


";qu'est-ce que cela vaut ?
52;"
quel est le prix ?


sept francs trente madame


oui

eh bien je vais prendre la bouteille 

s'il vous plaît
oui



dix francs et neuf centimes

";comment ?
53;"
sept francs trente madame


oui

eh bien je vais prendre la bouteille 

s'il vous plaît
oui



dix francs et neuf centimes


neuf centimes 
ne m'intéressent pas

";quel est le prix ?
54;"
&Finaze non je

crois pas
Funel

Funel
non si vous pouviez m'en citer d'autres peut-être

dans le midi qu'est-ce qu'il y a encore par-là euh hm
peut-être c'était une marque typiquement de du midi non ?

enfin c'est-à-dire que j'ai déjà cherché dans d- d'autres magasins
ils m'ont dit que euh
ils ne connaissaient pas b- enfin je me demandais si
si vous aviez ça

";je pense à Funel non ?
55;"
enfin c'est-à-dire que j'ai déjà cherché dans d- d'autres magasins
ils m'ont dit que euh
ils ne connaissaient pas b- enfin je me demandais si
si vous aviez ça


qu'est-ce qu'il y a par-là encore à Grâce
y a comme euh
Molinard ?

oui Moli-

non non
c'était pas ça

non non y a
y en a tellement de

de marques qui sont méconnues
";peut-être c'était une marque typiquement de du midi non ?
56;"
oui Moli-

non non
c'était pas ça

non non y a
y en a tellement de

de marques qui sont méconnues

aussi quand même
de marques qui sont connues oui
oui
que l'on
oui
connaît même pas par ici dites-donc

ah oui c'est vrai ?
";Molinard ?
57;"
oh oui

ah je savais pas que c'était tellement

spécialisé
ah oui



puis bien entendu qu'on cite toutes les toutes les grandes marques
que nous avons m'enfin euh dans le dans la région de de Nice de Grâce par là y a beaucoup de petits artisans

ah oui
";ah oui c'est vrai ?
58;"
ben hein


parce que tout ça les grandes marques bien sûr je connais mais

c'est bien compliqué tout ça non je euh 

d- de par-là non


y a rien de à mon avis à à part Funel que je connais et que je n'ai pas Molinard

oui

euh les autres euh
";enfin de cette région-là ?
59;"
dans une maison de régime
quelque chose que

peut-être


euh j'y suis déjà allé

et ils en avaient ils en ont
ah bon ?

ils m'ont envoyé dans

un
tout près de euh
je sais pas le quartier ici
ils ont dit que peut-être que je trouverai

vous en avez jamais entendu parler ?
";en avez-vous peut-être dans le quartier ?
60;"
ils m'ont envoyé dans

un
tout près de euh
je sais pas le quartier ici
ils ont dit que peut-être que je trouverai

vous en avez jamais entendu parler ?

non
la maison de régime c'est rue de Bourgogne ?


c'est peut-être là que vous auriez dû aller non ?
ah ouais ouais

la rue de Bourgogne
ouais mais c'est
enfin je je suis pas orléanais je


vous connaissez le magasin 
 les galeries ?
";ah bon ?
61;"
non
la maison de régime c'est rue de Bourgogne ?


c'est peut-être là que vous auriez dû aller non ?
ah ouais ouais

la rue de Bourgogne
ouais mais c'est
enfin je je suis pas orléanais je


vous connaissez le magasin 
 les galeries ?

les nouvelles galeries ?
oui oui je vois où c'est oui
";vous en avez jamais entendu parler ?
62;"
c'est peut-être là que vous auriez dû aller non ?
ah ouais ouais

la rue de Bourgogne
ouais mais c'est
enfin je je suis pas orléanais je


vous connaissez le magasin 
 les galeries ?

les nouvelles galeries ?
oui oui je vois où c'est oui

et bien c'est en par ici à droite

";la maison de régime c'est rue de Bourgogne ?
63;"
la rue de Bourgogne
ouais mais c'est
enfin je je suis pas orléanais je


vous connaissez le magasin 
 les galeries ?

les nouvelles galeries ?
oui oui je vois où c'est oui

et bien c'est en par ici à droite


ah oui d'accord

";c'est peut-être là que vous auriez dû aller non ?
64;"
les nouvelles galeries ?
oui oui je vois où c'est oui

et bien c'est en par ici à droite


ah oui d'accord


alors peut-être que
oui oui oui



et ce que vous avez là c'est 

"; les galeries ?
65;"
et bien c'est en par ici à droite


ah oui d'accord


alors peut-être que
oui oui oui



et ce que vous avez là c'est 


euh des biscottes euh
oh non c'est biscottes ordinaires


";les nouvelles galeries ?
66;"
non


d'accord

non j'ai pas ça
vous voyez ce que c'est en fait ?
non non je connais pas
non

ah non

c'est 

";euh est-ce que vous auriez ça madame ?
67;"
non


d'accord

non j'ai pas ça
vous voyez ce que c'est en fait ?
non non je connais pas
non

ah non

c'est 

"; ?
68;"
ah non

c'est 


vous savez pas où on peut le trouver ?
où on peut en trouver ?







je me demande
non
";vous voyez ce que c'est en fait ?
69;"






je me demande
non

vraiment pas non 


vous savez c'est f-
c'est fait avec un

enfin une es-

farine spéciale et 

enfin on nous avait dit 
que dans la rue de Bourgogne

peut-être euh qu'on en trouverait
comment que ça s'appelle ?


";vous savez pas où on peut le trouver ?
70;"






je me demande
non

vraiment pas non 


vous savez c'est f-
c'est fait avec un

enfin une es-

farine spéciale et 

enfin on nous avait dit 
que dans la rue de Bourgogne

peut-être euh qu'on en trouverait
comment que ça s'appelle ?


";où on peut en trouver ?
71;"
c'est matzo ça s'écrit 
M A 
M A T
T
Z O
Z O



enfin euh

j'ai jamais entendu parler de ça 




non ? 

ah ouais je vois vous connaissez pas et 
non

";comment que ça s'appelle ?
72;"
ah ouais je vois vous connaissez pas et 
non


vous connaissez pas par hasard 
où à Orléans 
enfin dans la région 
 on trouverait ça ?
vous voyez pas ?



non je connais pas du tout

non 

non

bon je vous remercie beaucoup
au revoir messieurs dames

au revoir messieurs dames
";non ? 
73;"
non je connais pas du tout

non 

non

bon je vous remercie beaucoup
au revoir messieurs dames

au revoir messieurs dames

au revoir madame

au revoir madame

"; on trouverait ça ?
74;"
non je connais pas du tout

non 

non

bon je vous remercie beaucoup
au revoir messieurs dames

au revoir messieurs dames

au revoir madame

au revoir madame

";vous voyez pas ?
